PVWatts: Hourly PV Performance Data,,,,,,,,,,
1,9,9,656,84,13.3,2.6,611.792,27.891,51514.73,49579.434
1,9,10,658,108,15,3.1,726.471,31.995,60308.477,58047.453
1,9,11,778,103,17.2,2.1,870.249,40.192,69450.992,66823.375
1,9,12,659,132,15.6,4.6,800.953,32.108,66540.203,64032.395
1,9,13,730,109,15.6,4.6,791.495,31.795,65771.297,63294.652
1,9,14,714,78,15.6,4.1,645.968,29.715,53917.516,51895.836
1,9,15,555,57,15,3.6,406.977,24.163,34198.969,32828.027
1,9,16,158,30,13.9,4.1,111.098,15.657,9340.194,8600.778
1,9,17,0,0,13.9,5.2,0,13.9,0,0
1,9,18,0,0,13.3,3.1,0,13.3,0,0
1,9,19,0,0,13.3,2.6,0,13.3,0,0
1,9,20,0,0,12.8,2.1,0,12.8,0,0
1,9,21,0,0,12.8,2.1,0,12.8,0,0
1,9,22,0,0,12.8,3.6,0,12.8,0,0
1,9,23,0,0,12.2,4.1,0,12.2,0,0
1,10,0,0,0,12.8,1.5,0,12.8,0,0
1,10,1,0,0,11.7,3.1,0,11.7,0,0
1,10,2,0,0,9.4,3.1,0,9.4,0,0
1,10,3,0,0,11.7,1.5,0,11.7,0,0
1,10,4,0,0,9.4,0,0,9.4,0,0
1,10,5,0,0,9.4,2.1,0,9.4,0,0
1,10,6,0,0,8.9,1.5,0,8.9,0,0
1,10,7,35,30,12.8,2.6,50.675,12.573,4468.663,3828.324
1,10,8,303,91,15.6,2.1,296.954,21.874,25382.381,24259.523
1,10,9,574,120,18.3,3.1,591.682,31.386,49025.902,47178.012
1,10,10,621,154,20.6,2.6,746.6,38.84,59927.32,57680.957
1,10,11,466,197,20.6,4.1,689.632,35.463,56363.613,54251.969
1,10,12,665,190,18.3,4.6,867.269,35.824,70751.406,68069.328
1,10,13,209,217,18.3,4.1,427.896,27.902,36261.883,34829.07
1,10,14,264,155,16.7,4.6,385.566,23.999,33162.945,31822.529
1,10,15,122,143,16.7,4.1,244.352,21.361,21166.57,20152.977
1,10,16,23,32,14.4,4.6,43.067,14.302,3797.254,3169.937
1,10,17,0,0,13.3,3.1,0,13.3,0,0
1,10,18,0,0,13.3,2.1,0,13.3,0,0
1,10,19,0,0,12.8,0,0,12.8,0,0
1,10,20,0,0,13.3,2.1,0,13.3,0,0
1,10,21,0,0,13.3,0,0,13.3,0,0
1,10,22,0,0,13.3,3.1,0,13.3,0,0
1,10,23,0,0,13.3,3.1,0,13.3,0,0
1,11,0,0,0,12.8,2.1,0,12.8,0,0
1,11,1,0,0,11.7,2.1,0,11.7,0,0
1,11,2,0,0,12.2,0,0,12.2,0,0
1,11,3,0,0,11.1,0,0,11.1,0,0
1,11,4,0,0,10,0,0,10,0,0
1,11,5,0,0,10,1.5,0,10,0,0
1,11,6,0,0,10,0,0,10,0,0
1,11,7,1,18,10.6,0,16.289,7.758,1510.181,926.065
1,11,8,80,112,11.1,2.6,167.897,13.585,15067.777,14201.527
1,11,9,317,174,11.7,1.5,446.97,23.392,38539.41,37036.602
1,11,10,393,128,15,2.1,512.178,28.197,43316.41,41661.055
1,11,11,676,128,15.6,4.6,812.296,31.702,67615.883,65064.129
1,11,12,483,217,15,5.2,729.375,28.897,61548.758,59239.672
1,11,13,866,66,15.6,5.7,845.471,30.711,70617.32,67940.883
1,11,14,807,56,15.6,5.2,684.037,28.691,57359.422,55210.57
1,11,15,680,42,15,5.2,459.505,23.565,38652.348,37146.02
1,11,16,340,23,13.9,5.2,171.313,16.585,13959.224,13118.395
1,11,17,0,0,13.3,2.6,0,13.3,0,0
1,11,18,0,0,13.3,2.1,0,13.3,0,0
1,11,19,0,0,13.9,3.1,0,13.9,0,0
1,11,20,0,0,13.3,2.1,0,13.3,0,0
1,11,21,0,0,12.8,2.1,0,12.8,0,0
1,11,22,0,0,11.7,3.1,0,11.7,0,0
1,11,23,0,0,12.2,2.1,0,12.2,0,0
1,12,0,0,0,11.7,1.5,0,11.7,0,0
1,12,1,0,0,11.7,0,0,11.7,0,0
1,12,2,0,0,11.1,2.1,0,11.1,0,0
1,12,3,0,0,11.7,0,0,11.7,0,0
1,12,4,0,0,11.1,1.5,0,11.1,0,0
1,12,5,0,0,10.6,0,0,10.6,0,0
1,12,6,0,0,10,0,0,10,0,0
1,12,7,180,29,10.6,3.1,116.389,12.114,9867.8,9117.168
1,12,8,544,60,12.2,3.1,400.519,20.415,34220.723,32849.137
1,12,9,703,82,14.4,2.1,643.301,30.833,53398.648,51395.793
1,12,10,778,97,16.1,3.6,812.217,34.188,66702.203,64187.801
1,12,11,784,103,17.2,2.6,877.376,39.191,70376.859,67710.523
1,12,12,741,117,16.1,4.1,861.351,34.899,70588.273,67913.063
1,12,13,686,136,16.1,6.2,788.004,29.631,66183.117,63689.805
1,12,14,523,133,15,5.7,568.78,25.195,48579.617,46747.176
1,12,15,437,77,14.4,5.7,360.281,20.505,30908.199,29632.951
1,12,16,168,31,14.4,3.6,115.457,16.289,9665.023,8918.714
1,12,17,0,0,16.1,4.6,0,16.1,0,0
1,12,18,0,0,15.6,5.2,0,15.6,0,0
1,12,19,0,0,15.6,6.2,0,15.6,0,0
1,12,20,0,0,14.4,4.6,0,14.4,0,0
1,12,21,0,0,13.9,4.1,0,13.9,0,0
1,12,22,0,0,12.8,3.6,0,12.8,0,0
1,12,23,0,0,13.3,3.1,0,13.3,0,0
1,13,0,0,0,12.2,2.1,0,12.2,0,0
1,13,1,0,0,9.4,3.6,0,9.4,0,0
1,13,2,0,0,11.7,2.6,0,11.7,0,0
1,13,3,0,0,10.6,2.6,0,10.6,0,0
1,13,4,0,0,10,2.1,0,10,0,0
1,13,5,0,0,10,2.6,0,10,0,0
1,13,6,0,0,12.2,4.1,0,12.2,0,0
1,13,7,135,29,11.7,3.1,99.776,12.671,8516.084,7793.997
1,13,8,444,79,14.4,3.1,361.131,21.633,30762.105,29491.021
1,13,9,628,107,17.2,2.6,617.12,31.822,51007.066,49089.77
1,13,10,795,101,18.9,2.6,831.761,39.259,66606.484,64095.977
1,13,11,823,109,20.6,4.1,921.339,40.432,73441.922,70645.336
1,13,12,827,109,21.1,3.6,927.122,42.099,73281.258,70491.586
1,13,13,791,101,21.7,2.6,834.066,42.801,65611.695,63141.488
1,13,14,711,86,19.4,3.1,662.132,35.35,53802.496,51785
1,13,15,550,64,17.2,4.6,416.463,25.557,34832.547,33442.754
1,13,16,136,30,15.6,2.6,102.032,17.637,8541.042,7818.434
1,13,17,0,0,13.3,4.1,0,13.3,0,0
1,13,18,0,0,12.8,3.1,0,12.8,0,0
1,13,19,0,0,12.2,3.1,0,12.2,0,0
1,13,20,0,0,12.8,2.1,0,12.8,0,0
1,13,21,0,0,12.2,1.5,0,12.2,0,0
1,13,22,0,0,13.9,2.1,0,13.9,0,0
1,13,23,0,0,12.2,1.5,0,12.2,0,0
1,14,0,0,0,11.1,2.1,0,11.1,0,0
1,14,1,0,0,10.6,3.1,0,10.6,0,0
1,14,2,0,0,12.2,4.1,0,12.2,0,0
1,14,3,0,0,10.6,3.6,0,10.6,0,0
1,14,4,0,0,11.1,3.1,0,11.1,0,0
1,14,5,0,0,10.6,2.1,0,10.6,0,0
1,14,6,0,0,12.2,3.6,0,12.2,0,0
1,14,7,302,25,15.6,4.1,156.805,17.525,12724.278,11911.275
1,14,8,669,47,17.2,3.6,451.615,26.257,37446.348,35977.355
1,14,9,818,65,20.6,3.6,703.8,35.829,56981.672,54846.977
1,14,10,787,95,21.7,4.1,818.101,39.133,65554.25,63086.367
1,14,11,699,173,23.9,2.1,885.701,47.236,68172.578,65597.938
1,14,12,256,202,21.7,5.2,482.456,31.081,40291.477,38733.621
1,14,13,518,140,20.6,4.6,639.572,33.188,52808.02,50826.473
1,14,14,663,122,21.1,3.6,668.436,35.95,54187.074,52155.582
1,14,15,334,77,18.9,3.6,301.604,25.74,25313.137,24192.123
1,14,16,134,45,15.6,4.1,115.424,17.252,9760.478,9012.135
1,14,17,1,1,14.4,3.6,1.171,13.068,101.018,0
1,14,18,0,0,15,2.6,0,15,0,0
1,14,19,0,0,13.9,4.1,0,13.9,0,0
1,14,20,0,0,15,3.1,0,15,0,0
1,14,21,0,0,13.9,4.1,0,13.9,0,0
1,14,22,0,0,13.9,1.5,0,13.9,0,0
1,14,23,0,0,11.1,2.1,0,11.1,0,0
1,15,0,0,0,11.7,2.1,0,11.7,0,0
1,15,1,0,0,11.1,2.6,0,11.1,0,0
1,15,2,0,0,10.6,2.1,0,10.6,0,0
1,15,3,0,0,11.1,0,0,11.1,0,0
1,15,4,0,0,11.1,1.5,0,11.1,0,0
1,15,5,0,0,11.7,2.1,0,11.7,0,0
1,15,6,0,0,11.1,2.1,0,11.1,0,0
1,15,7,8,32,11.7,2.1,34.48,10.614,3131.921,2517.355
1,15,8,7,84,12.8,3.1,83.545,13.174,7571.261,6868.758
1,15,9,488,147,14.4,2.1,553.445,27.531,46741.438,44971.914
1,15,10,8,181,15.6,3.6,180.085,19.426,15891.643,15006.229
1,15,11,24,285,14.4,5.7,309.562,19.039,27366.771,26190.385
1,15,12,9,297,14.4,4.6,309.518,19.905,27255.422,26082.076
1,15,13,5,227,14.4,5.2,228.26,17.948,20280.23,19288.836
1,15,14,7,158,13.9,4.6,157.994,16.137,14149.58,13304.416
1,15,15,4,86,13.9,8.2,83.226,14.259,7512.072,6810.785
1,15,16,10,28,13.9,9.8,31.164,13.483,2785.382,2177.398
1,15,17,0,0,13.3,7.2,0,13.3,0,0
1,15,18,0,0,13.3,6.2,0,13.3,0,0
1,15,19,0,0,12.8,8.2,0,12.8,0,0
1,15,20,0,0,12.8,5.2,0,12.8,0,0
1,15,21,0,0,12.2,5.7,0,12.2,0,0
1,15,22,0,0,12.2,2.1,0,12.2,0,0
1,15,23,0,0,12.2,2.1,0,12.2,0,0
1,16,0,0,0,11.7,2.6,0,11.7,0,0
1,16,1,0,0,11.1,0,0,11.1,0,0
1,16,2,0,0,10,0,0,10,0,0
1,16,3,0,0,9.4,0,0,9.4,0,0
1,16,4,0,0,10,0,0,10,0,0
1,16,5,0,0,8.9,2.1,0,8.9,0,0
1,16,6,0,0,9.4,3.1,0,9.4,0,0
1,16,7,80,32,10.6,3.1,75.244,10.647,6567.416,5885.385
1,16,8,457,78,12.2,4.1,366,18.82,31563.734,30269.719
1,16,9,574,125,13.3,3.6,591.275,25.974,50274.965,48383.473
1,16,10,288,182,15,2.1,468.262,27.516,39744.965,38204.391
1,16,11,452,192,13.9,3.6,672.186,28.587,56808.219,54680.004
1,16,12,244,295,14.4,4.6,568.039,25.839,48645.906,46811.176
1,16,13,264,231,13.9,5.7,509.793,22.712,44273.48,42586.625
1,16,14,65,212,13.3,6.7,281.309,17.395,25021.939,23908.658
1,16,15,49,99,12.8,6.7,131.035,14.143,11762.892,10971.191
1,16,16,2,18,12.2,5.2,16.667,11.369,1517.172,932.927
1,16,17,0,1,12.2,4.1,0.914,10.678,83.898,0
1,16,18,0,0,12.2,2.6,0,12.2,0,0
1,16,19,0,0,12.2,3.6,0,12.2,0,0
1,16,20,0,0,12.8,2.1,0,12.8,0,0
1,16,21,0,0,12.8,4.1,0,12.8,0,0
1,16,22,0,0,12.2,2.6,0,12.2,0,0
1,16,23,0,0,12.2,4.6,0,12.2,0,0
1,17,0,0,0,11.7,3.6,0,11.7,0,0
1,17,1,0,0,11.1,3.6,0,11.1,0,0
1,17,2,0,0,10.6,4.1,0,10.6,0,0
1,17,3,0,0,10,7.7,0,10,0,0
1,17,4,0,0,9.4,9.3,0,9.4,0,0
1,17,5,0,0,9.4,8.2,0,9.4,0,0
1,17,6,0,0,10,6.7,0,10,0,0
1,17,7,3,23,13.3,10.3,21.445,12.716,1938.014,1345.952
1,17,8,3,64,13.3,9.3,59.58,13.201,5402.492,4743.788
1,17,9,2,86,12.2,9.3,78.762,12.378,7174.071,6479.708
1,17,10,1,112,11.1,10.3,102.501,11.57,9371.318,8631.243
1,17,11,87,213,14.4,10.8,302.115,17.334,26913.016,25748.988
1,17,12,81,129,12.8,11.3,215.736,14.72,19445.379,18474.652
1,17,13,6,218,13.3,13.4,218.332,14.991,19658.975,18682.984
1,17,14,7,97,12.2,11.8,93.268,12.604,8484.524,7763.096
1,17,15,35,83,12.2,11.8,103.351,12.653,9346.19,8606.647
1,17,16,1,16,11.7,7.2,14.516,10.932,1326.944,746.212
1,17,17,0,0,10.6,6.7,0,10.6,0,0
1,17,18,0,0,10.6,6.2,0,10.6,0,0
1,17,19,0,0,10.6,5.2,0,10.6,0,0
1,17,20,0,0,11.1,5.7,0,11.1,0,0
1,17,21,0,0,11.1,8.2,0,11.1,0,0
1,17,22,0,0,11.1,7.7,0,11.1,0,0
1,17,23,0,0,10.6,5.2,0,10.6,0,0
1,18,0,0,0,10.6,7.7,0,10.6,0,0
1,18,1,0,0,10,4.1,0,10,0,0
1,18,2,0,0,10,4.6,0,10,0,0
1,18,3,0,0,10,5.2,0,10,0,0
1,18,4,0,0,10.6,6.2,0,10.6,0,0
1,18,5,0,0,10,5.2,0,10,0,0
1,18,6,0,0,10,7.7,0,10,0,0
1,18,7,385,22,11.1,10.3,177.205,12.459,14500.651,13647.46
1,18,8,731,40,11.7,7.7,471.525,17.97,40558.805,38992.457
1,18,9,855,54,12.8,6.2,710.366,24.481,60728.313,58451.074
1,18,10,908,64,12.8,3.1,877.57,33.539,72293.219,69545.828
1,18,11,933,69,13.3,5.2,969,31.825,80611.508,77497.758
1,18,12,934,69,14.4,7.2,973.942,29.718,81856.648,78686.031
1,18,13,848,74,15,7.7,848.903,27.782,71930.492,69198.539
1,18,14,642,101,15,9.3,633.616,23.265,54605.285,52558.52
1,18,15,647,49,14.4,7.7,457.167,20.913,39051.703,37532.91
1,18,16,443,25,13.3,6.7,212.435,16.196,17310.492,16391.533
1,18,17,14,2,12.2,6.2,5.4,11.348,418.755,0
1,18,18,0,0,12.2,5.2,0,12.2,0,0
1,18,19,0,0,12.2,5.2,0,12.2,0,0
1,18,20,0,0,12.2,6.7,0,12.2,0,0
1,18,21,0,0,11.7,3.1,0,11.7,0,0
1,18,22,0,0,12.2,10.3,0,12.2,0,0
1,18,23,0,0,12.2,6.7,0,12.2,0,0
1,19,0,0,0,11.7,3.6,0,11.7,0,0
1,19,1,0,0,11.7,8.2,0,11.7,0,0
1,19,2,0,0,11.1,3.6,0,11.1,0,0
1,19,3,0,0,10.6,4.1,0,10.6,0,0
1,19,4,0,0,11.1,8.8,0,11.1,0,0
1,19,5,0,0,11.1,6.2,0,11.1,0,0
1,19,6,0,0,10.6,3.1,0,10.6,0,0
1,19,7,244,29,11.1,3.1,137.935,12.701,11507.36,10721.269
1,19,8,613,56,11.7,3.6,431.65,20.284,36837.629,35387.289
1,19,9,766,76,13.9,2.1,678.444,31.339,56164.336,54060.098
1,19,10,839,89,15,3.1,857.759,35.138,70116.852,67461.422
1,19,11,872,96,16.7,0,956.003,53.417,71195.148,68494.359
