PVWatts: Hourly PV Performance Data,,,,,,,,,,
1,9,9,656,84,13.3,2.6,611.792,27.891,103029.461,99158.867
1,9,10,658,108,15,3.1,726.471,31.995,120616.953,116094.906
1,9,11,778,103,17.2,2.1,870.249,40.192,138901.984,133646.75
1,9,12,659,132,15.6,4.6,800.953,32.108,133080.406,128064.789
1,9,13,730,109,15.6,4.6,791.495,31.795,131542.594,126589.305
1,9,14,714,78,15.6,4.1,645.968,29.715,107835.031,103791.672
1,9,15,555,57,15,3.6,406.977,24.163,68397.938,65656.055
1,9,16,158,30,13.9,4.1,111.098,15.657,18680.389,17201.557
1,9,17,0,0,13.9,5.2,0,13.9,0,0
1,9,18,0,0,13.3,3.1,0,13.3,0,0
1,9,19,0,0,13.3,2.6,0,13.3,0,0
1,9,20,0,0,12.8,2.1,0,12.8,0,0
1,9,21,0,0,12.8,2.1,0,12.8,0,0
1,9,22,0,0,12.8,3.6,0,12.8,0,0
1,9,23,0,0,12.2,4.1,0,12.2,0,0
1,10,0,0,0,12.8,1.5,0,12.8,0,0
1,10,1,0,0,11.7,3.1,0,11.7,0,0
1,10,2,0,0,9.4,3.1,0,9.4,0,0
1,10,3,0,0,11.7,1.5,0,11.7,0,0
1,10,4,0,0,9.4,0,0,9.4,0,0
1,10,5,0,0,9.4,2.1,0,9.4,0,0
1,10,6,0,0,8.9,1.5,0,8.9,0,0
1,10,7,35,30,12.8,2.6,50.675,12.573,8937.325,7656.649
1,10,8,303,91,15.6,2.1,296.954,21.874,50764.762,48519.047
1,10,9,574,120,18.3,3.1,591.682,31.386,98051.805,94356.023
1,10,10,621,154,20.6,2.6,746.6,38.84,119854.641,115361.914
1,10,11,466,197,20.6,4.1,689.632,35.463,112727.227,108503.938
1,10,12,665,190,18.3,4.6,867.269,35.824,141502.813,136138.656
1,10,13,209,217,18.3,4.1,427.896,27.902,72523.766,69658.141
1,10,14,264,155,16.7,4.6,385.566,23.999,66325.891,63645.059
1,10,15,122,143,16.7,4.1,244.352,21.361,42333.141,40305.953
1,10,16,23,32,14.4,4.6,43.067,14.302,7594.508,6339.874
1,10,17,0,0,13.3,3.1,0,13.3,0,0
1,10,18,0,0,13.3,2.1,0,13.3,0,0
1,10,19,0,0,12.8,0,0,12.8,0,0
1,10,20,0,0,13.3,2.1,0,13.3,0,0
1,10,21,0,0,13.3,0,0,13.3,0,0
1,10,22,0,0,13.3,3.1,0,13.3,0,0
1,10,23,0,0,13.3,3.1,0,13.3,0,0
1,11,0,0,0,12.8,2.1,0,12.8,0,0
1,11,1,0,0,11.7,2.1,0,11.7,0,0
1,11,2,0,0,12.2,0,0,12.2,0,0
1,11,3,0,0,11.1,0,0,11.1,0,0
1,11,4,0,0,10,0,0,10,0,0
1,11,5,0,0,10,1.5,0,10,0,0
1,11,6,0,0,10,0,0,10,0,0
1,11,7,1,18,10.6,0,16.289,7.758,3020.361,1852.129
1,11,8,80,112,11.1,2.6,167.897,13.585,30135.555,28403.055
1,11,9,317,174,11.7,1.5,446.97,23.392,77078.82,74073.203
1,11,10,393,128,15,2.1,512.178,28.197,86632.82,83322.109
1,11,11,676,128,15.6,4.6,812.296,31.702,135231.766,130128.258
1,11,12,483,217,15,5.2,729.375,28.897,123097.516,118479.344
1,11,13,866,66,15.6,5.7,845.471,30.711,141234.641,135881.766
1,11,14,807,56,15.6,5.2,684.037,28.691,114718.844,110421.141
1,11,15,680,42,15,5.2,459.505,23.565,77304.695,74292.039
1,11,16,340,23,13.9,5.2,171.313,16.585,27918.447,26236.789
1,11,17,0,0,13.3,2.6,0,13.3,0,0
1,11,18,0,0,13.3,2.1,0,13.3,0,0
1,11,19,0,0,13.9,3.1,0,13.9,0,0
1,11,20,0,0,13.3,2.1,0,13.3,0,0
1,11,21,0,0,12.8,2.1,0,12.8,0,0
1,11,22,0,0,11.7,3.1,0,11.7,0,0
1,11,23,0,0,12.2,2.1,0,12.2,0,0
1,12,0,0,0,11.7,1.5,0,11.7,0,0
1,12,1,0,0,11.7,0,0,11.7,0,0
1,12,2,0,0,11.1,2.1,0,11.1,0,0
1,12,3,0,0,11.7,0,0,11.7,0,0
1,12,4,0,0,11.1,1.5,0,11.1,0,0
1,12,5,0,0,10.6,0,0,10.6,0,0
1,12,6,0,0,10,0,0,10,0,0
1,12,7,180,29,10.6,3.1,116.389,12.114,19735.6,18234.336
1,12,8,544,60,12.2,3.1,400.519,20.415,68441.445,65698.273
1,12,9,703,82,14.4,2.1,643.301,30.833,106797.297,102791.586
1,12,10,778,97,16.1,3.6,812.217,34.188,133404.406,128375.602
1,12,11,784,103,17.2,2.6,877.376,39.191,140753.719,135421.047
1,12,12,741,117,16.1,4.1,861.351,34.899,141176.547,135826.125
1,12,13,686,136,16.1,6.2,788.004,29.631,132366.234,127379.609
1,12,14,523,133,15,5.7,568.78,25.195,97159.234,93494.352
1,12,15,437,77,14.4,5.7,360.281,20.505,61816.398,59265.902
1,12,16,168,31,14.4,3.6,115.457,16.289,19330.047,17837.428
1,12,17,0,0,16.1,4.6,0,16.1,0,0
1,12,18,0,0,15.6,5.2,0,15.6,0,0
1,12,19,0,0,15.6,6.2,0,15.6,0,0
1,12,20,0,0,14.4,4.6,0,14.4,0,0
1,12,21,0,0,13.9,4.1,0,13.9,0,0
1,12,22,0,0,12.8,3.6,0,12.8,0,0
1,12,23,0,0,13.3,3.1,0,13.3,0,0
1,13,0,0,0,12.2,2.1,0,12.2,0,0
1,13,1,0,0,9.4,3.6,0,9.4,0,0
1,13,2,0,0,11.7,2.6,0,11.7,0,0
1,13,3,0,0,10.6,2.6,0,10.6,0,0
1,13,4,0,0,10,2.1,0,10,0,0
1,13,5,0,0,10,2.6,0,10,0,0
1,13,6,0,0,12.2,4.1,0,12.2,0,0
1,13,7,135,29,11.7,3.1,99.776,12.671,17032.168,15587.994
1,13,8,444,79,14.4,3.1,361.131,21.633,61524.211,58982.043
1,13,9,628,107,17.2,2.6,617.12,31.822,102014.133,98179.539
1,13,10,795,101,18.9,2.6,831.761,39.259,133212.969,128191.953
1,13,11,823,109,20.6,4.1,921.339,40.432,146883.844,141290.672
1,13,12,827,109,21.1,3.6,927.122,42.099,146562.516,140983.172
1,13,13,791,101,21.7,2.6,834.066,42.801,131223.391,126282.977
1,13,14,711,86,19.4,3.1,662.132,35.35,107604.992,103570
1,13,15,550,64,17.2,4.6,416.463,25.557,69665.094,66885.508
1,13,16,136,30,15.6,2.6,102.032,17.637,17082.084,15636.868
1,13,17,0,0,13.3,4.1,0,13.3,0,0
1,13,18,0,0,12.8,3.1,0,12.8,0,0
1,13,19,0,0,12.2,3.1,0,12.2,0,0
1,13,20,0,0,12.8,2.1,0,12.8,0,0
1,13,21,0,0,12.2,1.5,0,12.2,0,0
1,13,22,0,0,13.9,2.1,0,13.9,0,0
1,13,23,0,0,12.2,1.5,0,12.2,0,0
1,14,0,0,0,11.1,2.1,0,11.1,0,0
1,14,1,0,0,10.6,3.1,0,10.6,0,0
1,14,2,0,0,12.2,4.1,0,12.2,0,0
1,14,3,0,0,10.6,3.6,0,10.6,0,0
1,14,4,0,0,11.1,3.1,0,11.1,0,0
1,14,5,0,0,10.6,2.1,0,10.6,0,0
1,14,6,0,0,12.2,3.6,0,12.2,0,0
1,14,7,302,25,15.6,4.1,156.805,17.525,25448.557,23822.551
1,14,8,669,47,17.2,3.6,451.615,26.257,74892.695,71954.711
1,14,9,818,65,20.6,3.6,703.8,35.829,113963.344,109693.953
1,14,10,787,95,21.7,4.1,818.101,39.133,131108.5,126172.734
1,14,11,699,173,23.9,2.1,885.701,47.236,136345.156,131195.875
1,14,12,256,202,21.7,5.2,482.456,31.081,80582.953,77467.242
1,14,13,518,140,20.6,4.6,639.572,33.188,105616.039,101652.945
1,14,14,663,122,21.1,3.6,668.436,35.95,108374.148,104311.164
1,14,15,334,77,18.9,3.6,301.604,25.74,50626.273,48384.246
1,14,16,134,45,15.6,4.1,115.424,17.252,19520.955,18024.27
1,14,17,1,1,14.4,3.6,1.171,13.068,202.036,0
1,14,18,0,0,15,2.6,0,15,0,0
1,14,19,0,0,13.9,4.1,0,13.9,0,0
1,14,20,0,0,15,3.1,0,15,0,0
1,14,21,0,0,13.9,4.1,0,13.9,0,0
1,14,22,0,0,13.9,1.5,0,13.9,0,0
1,14,23,0,0,11.1,2.1,0,11.1,0,0
1,15,0,0,0,11.7,2.1,0,11.7,0,0
1,15,1,0,0,11.1,2.6,0,11.1,0,0
1,15,2,0,0,10.6,2.1,0,10.6,0,0
1,15,3,0,0,11.1,0,0,11.1,0,0
1,15,4,0,0,11.1,1.5,0,11.1,0,0
1,15,5,0,0,11.7,2.1,0,11.7,0,0
1,15,6,0,0,11.1,2.1,0,11.1,0,0
1,15,7,8,32,11.7,2.1,34.48,10.614,6263.841,5034.71
1,15,8,7,84,12.8,3.1,83.545,13.174,15142.522,13737.516
1,15,9,488,147,14.4,2.1,553.445,27.531,93482.875,89943.828
1,15,10,8,181,15.6,3.6,180.085,19.426,31783.285,30012.459
1,15,11,24,285,14.4,5.7,309.562,19.039,54733.543,52380.77
1,15,12,9,297,14.4,4.6,309.518,19.905,54510.844,52164.152
1,15,13,5,227,14.4,5.2,228.26,17.948,40560.461,38577.672
1,15,14,7,158,13.9,4.6,157.994,16.137,28299.16,26608.832
1,15,15,4,86,13.9,8.2,83.226,14.259,15024.145,13621.57
1,15,16,10,28,13.9,9.8,31.164,13.483,5570.764,4354.796
1,15,17,0,0,13.3,7.2,0,13.3,0,0
1,15,18,0,0,13.3,6.2,0,13.3,0,0
1,15,19,0,0,12.8,8.2,0,12.8,0,0
1,15,20,0,0,12.8,5.2,0,12.8,0,0
1,15,21,0,0,12.2,5.7,0,12.2,0,0
1,15,22,0,0,12.2,2.1,0,12.2,0,0
1,15,23,0,0,12.2,2.1,0,12.2,0,0
1,16,0,0,0,11.7,2.6,0,11.7,0,0
1,16,1,0,0,11.1,0,0,11.1,0,0
1,16,2,0,0,10,0,0,10,0,0
1,16,3,0,0,9.4,0,0,9.4,0,0
1,16,4,0,0,10,0,0,10,0,0
1,16,5,0,0,8.9,2.1,0,8.9,0,0
1,16,6,0,0,9.4,3.1,0,9.4,0,0
1,16,7,80,32,10.6,3.1,75.244,10.647,13134.832,11770.77
1,16,8,457,78,12.2,4.1,366,18.82,63127.469,60539.438
1,16,9,574,125,13.3,3.6,591.275,25.974,100549.93,96766.945
1,16,10,288,182,15,2.1,468.262,27.516,79489.93,76408.781
1,16,11,452,192,13.9,3.6,672.186,28.587,113616.438,109360.008
1,16,12,244,295,14.4,4.6,568.039,25.839,97291.813,93622.352
1,16,13,264,231,13.9,5.7,509.793,22.712,88546.961,85173.25
1,16,14,65,212,13.3,6.7,281.309,17.395,50043.879,47817.316
1,16,15,49,99,12.8,6.7,131.035,14.143,23525.783,21942.383
1,16,16,2,18,12.2,5.2,16.667,11.369,3034.345,1865.854
1,16,17,0,1,12.2,4.1,0.914,10.678,167.796,0
1,16,18,0,0,12.2,2.6,0,12.2,0,0
1,16,19,0,0,12.2,3.6,0,12.2,0,0
1,16,20,0,0,12.8,2.1,0,12.8,0,0
1,16,21,0,0,12.8,4.1,0,12.8,0,0
1,16,22,0,0,12.2,2.6,0,12.2,0,0
1,16,23,0,0,12.2,4.6,0,12.2,0,0
1,17,0,0,0,11.7,3.6,0,11.7,0,0
1,17,1,0,0,11.1,3.6,0,11.1,0,0
1,17,2,0,0,10.6,4.1,0,10.6,0,0
1,17,3,0,0,10,7.7,0,10,0,0
1,17,4,0,0,9.4,9.3,0,9.4,0,0
1,17,5,0,0,9.4,8.2,0,9.4,0,0
1,17,6,0,0,10,6.7,0,10,0,0
1,17,7,3,23,13.3,10.3,21.445,12.716,3876.028,2691.904
1,17,8,3,64,13.3,9.3,59.58,13.201,10804.983,9487.575
1,17,9,2,86,12.2,9.3,78.762,12.378,14348.142,12959.417
1,17,10,1,112,11.1,10.3,102.501,11.57,18742.637,17262.486
1,17,11,87,213,14.4,10.8,302.115,17.334,53826.031,51497.977
1,17,12,81,129,12.8,11.3,215.736,14.72,38890.758,36949.305
1,17,13,6,218,13.3,13.4,218.332,14.991,39317.949,37365.969
1,17,14,7,97,12.2,11.8,93.268,12.604,16969.049,15526.192
1,17,15,35,83,12.2,11.8,103.351,12.653,18692.381,17213.295
1,17,16,1,16,11.7,7.2,14.516,10.932,2653.888,1492.424
1,17,17,0,0,10.6,6.7,0,10.6,0,0
1,17,18,0,0,10.6,6.2,0,10.6,0,0
1,17,19,0,0,10.6,5.2,0,10.6,0,0
1,17,20,0,0,11.1,5.7,0,11.1,0,0
1,17,21,0,0,11.1,8.2,0,11.1,0,0
1,17,22,0,0,11.1,7.7,0,11.1,0,0
1,17,23,0,0,10.6,5.2,0,10.6,0,0
1,18,0,0,0,10.6,7.7,0,10.6,0,0
1,18,1,0,0,10,4.1,0,10,0,0
1,18,2,0,0,10,4.6,0,10,0,0
1,18,3,0,0,10,5.2,0,10,0,0
1,18,4,0,0,10.6,6.2,0,10.6,0,0
1,18,5,0,0,10,5.2,0,10,0,0
1,18,6,0,0,10,7.7,0,10,0,0
1,18,7,385,22,11.1,10.3,177.205,12.459,29001.303,27294.92
1,18,8,731,40,11.7,7.7,471.525,17.97,81117.609,77984.914
1,18,9,855,54,12.8,6.2,710.366,24.481,121456.625,116902.148
1,18,10,908,64,12.8,3.1,877.57,33.539,144586.438,139091.656
1,18,11,933,69,13.3,5.2,969,31.825,161223.016,154995.516
1,18,12,934,69,14.4,7.2,973.942,29.718,163713.297,157372.063
1,18,13,848,74,15,7.7,848.903,27.782,143860.984,138397.078
1,18,14,642,101,15,9.3,633.616,23.265,109210.57,105117.039
1,18,15,647,49,14.4,7.7,457.167,20.913,78103.406,75065.82
1,18,16,443,25,13.3,6.7,212.435,16.196,34620.984,32783.066
1,18,17,14,2,12.2,6.2,5.4,11.348,837.51,0
1,18,18,0,0,12.2,5.2,0,12.2,0,0
1,18,19,0,0,12.2,5.2,0,12.2,0,0
1,18,20,0,0,12.2,6.7,0,12.2,0,0
1,18,21,0,0,11.7,3.1,0,11.7,0,0
1,18,22,0,0,12.2,10.3,0,12.2,0,0
1,18,23,0,0,12.2,6.7,0,12.2,0,0
1,19,0,0,0,11.7,3.6,0,11.7,0,0
1,19,1,0,0,11.7,8.2,0,11.7,0,0
1,19,2,0,0,11.1,3.6,0,11.1,0,0
1,19,3,0,0,10.6,4.1,0,10.6,0,0
1,19,4,0,0,11.1,8.8,0,11.1,0,0
1,19,5,0,0,11.1,6.2,0,11.1,0,0
1,19,6,0,0,10.6,3.1,0,10.6,0,0
1,19,7,244,29,11.1,3.1,137.935,12.701,23014.721,21442.537
1,19,8,613,56,11.7,3.6,431.65,20.284,73675.258,70774.578
1,19,9,766,76,13.9,2.1,678.444,31.339,112328.672,108120.195
1,19,10,839,89,15,3.1,857.759,35.138,140233.703,134922.844
